PUBCHEM_COMPOUND_CID,SMILES,LRC_risk,DataSet,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MACCS_1,MACCS_2,MACCS_3,MACCS_4,MACCS_5,MACCS_6,MACCS_7,MACCS_8,MACCS_9,MACCS_10,MACCS_11,MACCS_12,MACCS_13,MACCS_14,MACCS_15,MACCS_16,MACCS_17,MACCS_18,MACCS_19,MACCS_20,MACCS_21,MACCS_22,MACCS_23,MACCS_24,MACCS_25,MACCS_26,MACCS_27,MACCS_28,MACCS_29,MACCS_30,MACCS_31,MACCS_32,MACCS_33,MACCS_34,MACCS_35,MACCS_36,MACCS_37,MACCS_38,MACCS_39,MACCS_40,MACCS_41,MACCS_42,MACCS_43,MACCS_44,MACCS_45,MACCS_46,MACCS_47,MACCS_48,MACCS_49,MACCS_50,MACCS_51,MACCS_52,MACCS_53,MACCS_54,MACCS_55,MACCS_56,MACCS_57,MACCS_58,MACCS_59,MACCS_60,MACCS_61,MACCS_62,MACCS_63,MACCS_64,MACCS_65,MACCS_66,MACCS_67,MACCS_68,MACCS_69,MACCS_70,MACCS_71,MACCS_72,MACCS_73,MACCS_74,MACCS_75,MACCS_76,MACCS_77,MACCS_78,MACCS_79,MACCS_80,MACCS_81,MACCS_82,MACCS_83,MACCS_84,MACCS_85,MACCS_86,MACCS_87,MACCS_88,MACCS_89,MACCS_90,MACCS_91,MACCS_92,MACCS_93,MACCS_94,MACCS_95,MACCS_96,MACCS_97,MACCS_98,MACCS_99,MACCS_100,MACCS_101,MACCS_102,MACCS_103,MACCS_104,MACCS_105,MACCS_106,MACCS_107,MACCS_108,MACCS_109,MACCS_110,MACCS_111,MACCS_112,MACCS_113,MACCS_114,MACCS_115,MACCS_116,MACCS_117,MACCS_118,MACCS_119,MACCS_120,MACCS_121,MACCS_122,MACCS_123,MACCS_124,MACCS_125,MACCS_126,MACCS_127,MACCS_128,MACCS_129,MACCS_130,MACCS_131,MACCS_132,MACCS_133,MACCS_134,MACCS_135,MACCS_136,MACCS_137,MACCS_138,MACCS_139,MACCS_140,MACCS_141,MACCS_142,MACCS_143,MACCS_144,MACCS_145,MACCS_146,MACCS_147,MACCS_148,MACCS_149,MACCS_150,MACCS_151,MACCS_152,MACCS_153,MACCS_154,MACCS_155,MACCS_156,MACCS_157,MACCS_158,MACCS_159,MACCS_160,MACCS_161,MACCS_162,MACCS_163,MACCS_164,MACCS_165,MACCS_166
441300,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,0,TestSet,9.257136034727125,0.1622453703703699,9.257136034727125,0.1622453703703699,0.7272302824304794,286.33900000000006,268.195,286.15420919599995,110,0,0.22361307716644327,-0.395762539,0.39576253916630044,0.22361307716644327,1.3333333333333333,2.1904761904761907,2.9047619047619047,16.251019687994148,10.104010502207464,2.2567356376180876,-2.127690364,2.3225435841429523,-2.099853166,5.841249213414531,0.2444142815549413,1.7339568373952159,704.7972989715106,14.396976746569035,11.605946986573363,11.605946986573363,10.241514740667455,7.301056943267136,7.301056943267136,5.803680855058162,5.803680855058162,4.098384016973035,4.098384016973035,2.7921243136477845,2.7921243136477845,-2.15,128289.44304880172,12.580123737360514,4.696423830473371,2.2293171590176106,121.45834382482485,20.72408312380058,0,16.981740716219015,5.948339280986494,0,0,0,4.9839785209472085,9.967957041894417,0,12.152040213667762,19.26246486877803,18.566628839822272,12.369160903912501,5.106527394840706,22.93007999720551,0,19.51903521063298,5.917906046161393,31.34614652707395,17.657338045681435,18.479360288432304,0,0,11.050456081168516,11.766202058821523,0,0,37.27428539913456,0,5.917906046161393,25.30430569792599,18.479360288432304,0,11.16387793838399,0,101.88,0,5.106527394840706,0,24.514968120808767,6.041840829147961,36.24420558499705,0,6.3273200747645415,10.643119754625236,26.344744273681837,5.733667477162185,2.0115192743764174,0,13.083932350718065,12.61571895863743,7.3497308830939785,1.1835306174939109,0.6463154801380805,9.104055755018056,0.1718633471907285,0,0.5,21,4,7,2,0,2,0,2,2,7,3,7,4,1,0,1,4,1.0922999999999996,79.74990000000004,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
162364434,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)CCCO)C1,1,TrainingSet,11.818675364671936,-3.3024394,11.818675364671936,0.031360638786684936,0.6656500217588138,339.4210000000001,318.2530000000001,339.1365105,126,0,0.21143379815721927,-0.396340944,0.3963409435601114,0.21143379815721927,1.434782608695652,2.217391304347826,2.9565217391304346,32.23322806057875,9.862626223681902,2.3504410916072596,-2.414488877,2.3084121863848055,-2.531046456,7.890019324067989,0.2931043358568779,1.5990967864780183,769.5656486871648,16.449382989376332,12.935884505272291,13.752381086200018,10.999131779070822,7.617342936141519,9.269608162461676,5.884168498672459,7.75761480173897,4.245332514687021,5.763915217576974,2.8803952409884097,4.2077035208539675,-1.71,161644.38300207964,16.158490172173398,6.4211310276941544,3.4601752662527563,134.53993529420563,14.990415646638393,17.7923600733673,0,10.023291153407584,0,0,0,23.10784889067544,0,0,0,25.328831937239638,31.935079177099105,11.139077821211584,13.524324379169643,26.874555366475136,0,19.67403042729371,0,31.346146527073948,24.307317284787377,18.59053071483923,0,0,9.622004595302567,5.817862777835028,0,0,59.967349154244076,10.023291153407584,0,19.26246486877803,18.59053071483923,0,11.033401435232523,0,111.21,10.023291153407584,8.417796984328938,0,30.864238852481638,0,29.69290745891957,6.3273200747645415,0,19.310882622751876,24.57394015814419,5.106527394840706,26.328864098580457,0,13.66350610957374,9.691235877444546,0.7939164207305445,0.8184890357658218,2.1368416420283642,5.09851914102802,-0.113774812,-1.334264179,0.5714285714285714,23,3,8,1,0,1,0,2,2,6,3,9,7,1,0,1,3,0.2269000000000001,87.72700000000003,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1983,CC(=O)Nc1ccc(O)cc1,0,TrainingSet,10.524468537414965,-0.115102041,10.524468537414965,0.11510204081632636,0.5950261967780848,151.16499999999996,142.093,151.0633285,58,0,0.22074743631242585,-0.507964316,0.5079643157925783,0.22074743631242585,1.3636363636363635,1.9090909090909092,2.3636363636363638,16.254688714379622,10.28019085996475,1.9280360590359864,-1.994554074,2.125247579160177,-2.044011313,5.88095478459792,-0.113735783,2.736298072105655,253.2994975838911,8.267584713501616,6.164862962722324,6.164862962722324,5.1815405503520555,3.249098148027829,3.249098148027829,2.2280602421898714,2.2280602421898714,1.1876733148984597,1.1876733148984597,0.7480265991539317,0.7480265991539317,-1.51,285.51074052739676,7.595374077976819,3.0531381005525,2.292303972882069,64.66690538413799,10.423315998847038,5.749511833283905,0,5.907179729351506,0,0,4.794537184071822,0,0,0,0,24.26546827384644,12.611123474374185,0,9.901064578912528,11.594566004035068,0,0,0,6.923737199690624,5.316788604006331,24.26546827384644,0,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,0,11.013707124192212,4.794537184071822,0,6.923737199690624,24.26546827384644,0,0,0,49.33,0,4.794537184071822,0,11.65669156263541,5.687386274683562,0,19.056471336613846,12.13273413692322,0,5.316788604006331,5.106527394840706,0,0,10.524468537414965,11.460032596371882,0.690092592592593,0.07851095993953194,6.309537037037037,0,1.437358276643991,0,0.125,11,2,3,0,0,0,1,0,1,2,2,3,1,0,0,0,1,1.3505999999999998,42.41050000000002,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
1986,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,TrainingSet,10.704977796674225,-3.82417517,10.704977796674225,0.10789351851851903,0.631858692673233,222.25099999999998,216.20299999999997,221.9881321,72,0,0.2668537466795803,-0.300746254,0.30074625415601214,0.2668537466795803,1.5384615384615385,2.1538461538461537,2.5384615384615383,32.24798770653753,10.716643479787633,2.145478751799389,-1.900294905,2.173442592638906,-2.110221024,7.907717150159768,-0.113740159,2.938691458826851,422.35246826398924,10.06047793231507,6.513018912508857,8.146012074364311,5.892865415757242,3.032745770156534,5.395561829005821,2.0993176423790123,4.811973693691262,0.932817186180709,3.081509512109846,0.5258473654376647,1.9053602623835675,-1.06,682.1272768088121,10.023752093802344,3.3584989230794076,2.7167362781176934,78.02145102207903,5.316788604006331,0,0,15.378393889864384,10.023291153407584,0,4.794537184071822,13.556770721936878,0,10.197363616602075,11.336785877934737,0,6.923737199690624,0,13.212334168400758,32.39881524053316,0,10.197363616602075,5.138973737607942,11.263392880364169,5.316788604006331,0,0,0,10.455762341614273,5.131558479839333,0,11.336785877934737,24.522340330282518,14.817828337479405,0,6.923737199690624,4.339655680673546,0,0,0,115.03999999999999,10.023291153407584,13.212334168400758,0,15.378393889864384,11.336785877934737,0,6.923737199690624,0,0,15.514152220608405,5.138973737607942,21.08703892668178,0.701018518518518,10.519172808012094,13.841021825396826,0,-0.349889456,0,0,1.2758125472411186,-3.82417517,0.25,13,3,7,0,0,0,0,1,1,6,2,9,2,0,0,0,1,-0.8561,45.5859,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
5284513,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,1,TestSet,10.557327846910816,-0.93187654,10.557327846910816,0.7018497010167841,0.5794537711852106,326.43600000000004,300.228,326.18819469199997,128,0,0.32806880570998265,-0.496467708,0.4964677075827197,0.32806880570998265,1.0833333333333333,1.75,2.3333333333333335,16.465867007047244,9.963006887104637,2.0770762626392387,-2.131231718,2.2802219535790145,-1.953919289,5.806871802608107,-0.13097607,2.971612486533635,731.9410191793834,18.27565640300939,15.305162060755066,15.305162060755066,11.25612661302203,7.849504455436208,7.849504455436208,5.889126182522902,5.889126182522902,3.910730810094124,3.910730810094124,2.3985511361484853,2.3985511361484853,-2.55,119684.01362910439,19.49662004662005,8.919939842211917,5.578711390479884,144.2164237884557,9.843390348640755,5.749511833283905,0,0,0,5.969305287951849,0,4.794537184071822,0,0,35.953205064238674,68.51196356377197,6.076020106833881,7.109797541277533,14.637927532712578,12.045325394785731,0,0,0,34.61868599845312,7.109797541277533,69.84648262955753,0,5.749511833283905,4.736862953800049,0,5.749511833283905,0,18.18563022407009,4.794537184071822,20.771211599071872,36.101280366169235,47.59267666276955,0,6.076020106833881,0,46.53,5.969305287951849,4.794537184071822,0,0,5.573104530069267,16.886067855050168,22.766374581924868,20.109554847802038,19.075777413358384,38.98961888120124,9.843390348640755,5.39848221545493,0,10.557327846910816,8.66861544768055,6.529439086832979,-0.017024457,2.0565603769449923,10.935101739138606,10.013621936466034,1.6912091407029974,0.2857142857142857,24,1,3,0,0,0,1,0,1,2,1,3,6,0,0,0,1,5.1670600000000055,100.52880000000006,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0
135398513,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0,TestSet,11.410637676366843,-0.385733156,11.410637676366843,0.029081658898127305,0.554385971786765,225.20799999999997,214.11999999999998,225.0861892,86,0,0.2799857321708006,-0.393978674,0.39397867396015385,0.2799857321708006,1.625,2.4375,3.1875,16.49462404470062,10.52551239142143,2.080193236031254,-2.03227586,2.0544240860914407,-2.126443708,5.697929525423913,0.04988171746382297,2.3607877514506095,546.0876253223264,11.543605595440512,8.381371844866454,8.381371844866454,7.71954535281284,4.6134300515442845,4.6134300515442845,3.098693096168839,3.098693096168839,1.9591029223873329,1.9591029223873329,1.2927101546233108,1.2927101546233108,-1.93,5884.2277512654,10.5832429991603,4.289049481140565,1.8772308667996151,89.69516162363053,15.577057825802939,6.730816747499484,11.16387793838399,5.948339280986494,5.559266895052008,0,14.345615352810384,4.9839785209472085,4.9839785209472085,0,0,0,0,19.541084003790377,9.843390348640755,17.112217219370486,0,19.51903521063298,0,6.730816747499484,18.94743140618802,16.681124153888373,0,0,11.292934372214193,5.948339280986494,0,0,37.83932653449952,11.467679701299534,0,0,11.121857258836364,0,11.16387793838399,0,119.05,0,4.794537184071822,0,36.96888757018009,5.647177220767728,0,10.894419722555895,0,0,14.951935562841626,15.577057825802939,6.633219954648526,0,21.61090616339128,8.555883356428991,5.603646017048796,0.029081658898127305,0,1.434246976568405,0.2996825396825402,0,0.375,16,4,8,0,0,0,0,2,2,7,3,8,4,0,0,0,2,-1.3318,55.598900000000015,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
60172,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1,TrainingSet,10.562764998382784,-4.120878654,10.562764998382784,0.13936271730914607,0.49226638125172295,273.18899999999996,261.093,273.0626905,98,0,0.35047795867073817,-0.381731168,0.38173116806412194,0.35047795867073817,1.3888888888888888,2.1666666666666665,2.888888888888889,31.19092848326758,10.478074530254002,2.1251305692545577,-2.061659901,2.332071995581661,-2.06639659,7.51037659482208,0.14917134277891064,2.0039042896376533,594.184887061005,13.173362107437436,9.300362900555953,10.19479009155587,8.472145112102217,5.00827787164173,6.80588177534552,3.571118688280741,5.158685963295374,2.1655245334497644,2.6844480822996166,1.4087614962865767,1.7756958565956957,-1.54,12331.207381813278,12.90506901062681,4.986884122406942,3.0185121459868958,101.79081369213064,24.824453284258542,18.19199116143563,11.465039998602755,0,0,7.595762326787885,4.565048284931329,14.951935562841626,0,0,0,0,6.544756405912575,12.934202039277459,19.08873444423633,24.577503043006903,0,19.51903521063298,0,6.544756405912575,18.688519810729932,12.654640149529083,0,0,5.733667477162185,5.817862777835028,0,7.595762326787885,42.26071074970567,15.846667644643954,0,0,12.654640149529083,0,11.16387793838399,0,136.38,13.943732695842716,4.565048284931329,0,12.424744742347947,17.708634344296563,0,12.654640149529083,4.567099647791355,0,14.951935562841626,20.257353636467187,17.100594111509515,0,29.11090193793567,0,6.670982573948619,0.2869313131631257,0,2.2496522966182355,0.5073719765684053,-4.120878654,0.375,18,4,9,0,0,0,0,2,2,7,3,10,5,0,0,0,2,-0.4397,62.59850000000002,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
60961,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,TestSet,9.950183767951625,-1.189129819,9.950183767951625,0.21804944045519492,0.49051986767922334,267.245,254.14099999999996,267.0967539,102,0,0.16713850593534102,-0.393566854,0.39356685392664126,0.16713850593534102,1.263157894736842,2.0526315789473686,2.736842105263158,16.562526615587405,10.128486981496438,2.434484064994042,-2.157864136,2.3102883813046184,-2.326305057,5.806596802973693,-0.051066247,2.0354351458697555,602.617578841598,13.568549621822843,9.787302124477499,9.787302124477499,9.130228955335802,5.6863751310965895,5.6863751310965895,4.311819367749402,4.311819367749402,3.1783830976497818,3.1783830976497818,2.1660908223461033,2.1660908223461033,-1.81,35227.092267622436,12.23544093091737,4.3842388535215,1.7476128588760207,106.84616010324278,25.790112615484354,30.155919955625713,17.692941169337626,0,0,0,4.567099647791355,14.951935562841626,0,0,0,0,0,12.934202039277459,20.056445138322168,16.98174071621902,0,19.51903521063298,0,24.539800333979777,12.340549441675103,12.654640149529083,0,0,5.733667477162185,5.817862777835028,0,0,59.757398522912915,4.736862953800049,0,6.22790117073487,12.654640149529083,0,11.16387793838399,0,139.54,31.146682298492696,10.213054789681411,0,5.817862777835028,11.16387793838399,0,17.22173979732044,0,0,14.951935562841626,15.577057825802939,6.85449074074074,0,11.892376700680273,28.737643350550094,6.444158005794911,0.21804944045519492,0,-1.42298745,-0.390397455,0,0.5,19,5,9,0,1,1,0,2,2,9,4,9,2,0,1,1,3,-1.98,62.74480000000002,0,3,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0
